"code_bss";"date_mesure";"niveau_nappe_eau"
"09247X0111/F";"1989-01-01";"54.23"
"09247X0111/F";"1989-05-01";"54.33"
"09247X0111/F";"1989-10-01";"54.01"
"09247X0111/F";"1990-01-01";"54.16"
"09247X0111/F";"1990-10-01";"53.57"
"09247X0111/F";"1992-04-01";"54.08"
"09247X0111/F";"1992-10-01";"54.03"
"09247X0111/F";"1993-01-01";"54.18"
"09247X0111/F";"1993-04-01";"54.35"
"09247X0111/F";"1993-10-01";"53.85"
"09247X0111/F";"1994-01-01";"54.01"
"09247X0111/F";"1994-10-01";"53.89"
"09247X0111/F";"1995-02-01";"54.07"
"09247X0111/F";"1996-01-01";"54.17"
"09247X0111/F";"1996-05-01";"54.18"
"09247X0111/F";"1996-10-01";"53.97"
"09247X0111/F";"1997-01-01";"54.06"
"09247X0111/F";"1997-05-01";"54.07"
"09247X0111/F";"1997-10-01";"54.1"
"09247X0111/F";"1998-01-01";"54.11"
"09247X0111/F";"1998-05-01";"54.42"
"09247X0111/F";"1998-10-01";"53.97"
"09247X0111/F";"1999-01-01";"54.12"
"09247X0111/F";"1999-05-01";"54.36"
"09247X0111/F";"1999-10-01";"54.11"
"09247X0111/F";"2000-01-01";"54.14"
"09247X0111/F";"2000-05-01";"54.42"
"09247X0111/F";"2000-10-01";"53.78"
"09247X0111/F";"2001-01-01";"54.38"
"09247X0111/F";"2001-04-23";"54.57"
"09247X0111/F";"2001-10-01";"53.88"
"09247X0111/F";"2002-01-14";"54.05"
"09247X0111/F";"2002-04-22";"54.02"
"09247X0111/F";"2002-10-14";"53.76"
"09247X0111/F";"2003-01-20";"54.01"
"09247X0111/F";"2003-04-14";"54.11"
"09247X0111/F";"2003-10-13";"53.54"
"09247X0111/F";"2004-01-26";"53.85"
"09247X0111/F";"2004-04-13";"53.96"
"09247X0111/F";"2004-10-11";"53.71"
"09247X0111/F";"2005-01-17";"53.83"
"09247X0111/F";"2005-04-11";"53.98"
"09247X0111/F";"2005-10-10";"53.37"
"09247X0111/F";"2006-01-12";"53.52"
"09247X0111/F";"2006-04-05";"53.86"
"09247X0111/F";"2006-10-12";"53.35"
"09247X0111/F";"2007-01-18";"53.52"
"09247X0111/F";"2007-04-05";"53.71"
"09247X0111/F";"2007-05-30";"53.8"
"09247X0111/F";"2007-10-11";"53.18"
"09247X0111/F";"2008-01-16";"53.56"
"09247X0111/F";"2008-02-13";"53.43"
"09247X0111/F";"2008-03-12";"53.48"
"09247X0111/F";"2008-04-16";"53.52"
"09247X0111/F";"2008-05-14";"53.65"
"09247X0111/F";"2008-06-11";"53.55"
"09247X0111/F";"2008-07-16";"29.73"
"09247X0111/F";"2008-08-28";"52.95"
"09247X0111/F";"2008-09-18";"53.11"
"09247X0111/F";"2008-10-29";"53.36"
"09247X0111/F";"2008-11-20";"53.27"
"09247X0111/F";"2008-12-24";"53.35"
"09247X0111/F";"2009-01-15";"53.5"
"09247X0111/F";"2009-02-17";"53.48"
"09247X0111/F";"2009-03-18";"53.68"
"09247X0111/F";"2009-04-06";"53.62"
"09247X0111/F";"2009-05-28";"53.57"
"09247X0111/F";"2009-06-23";"30.79"
"09247X0111/F";"2009-07-23";"30.87"
"09247X0111/F";"2009-08-13";"51.91"
"09247X0111/F";"2009-09-09";"52.12"
"09247X0111/F";"2009-10-16";"52.96"
"09247X0111/F";"2009-11-10";"52.92"
"09247X0111/F";"2009-12-10";"53.23"
"09247X0111/F";"2010-01-07";"53.53"
"09247X0111/F";"2010-02-04";"53.57"
"09247X0111/F";"2010-03-03";"53.71"
"09247X0111/F";"2010-04-06";"53.68"
"09247X0111/F";"2010-05-12";"53.75"
"09247X0111/F";"2010-06-22";"53.63"
"09247X0111/F";"2010-07-09";"29.73"
"09247X0111/F";"2010-08-25";"51.69"
"09247X0111/F";"2010-09-16";"52.8"
"09247X0111/F";"2010-10-15";"53.06"
"09247X0111/F";"2010-11-05";"53.0"
"09247X0111/F";"2010-12-03";"53.33"
"09247X0111/F";"2011-01-01";"53.47"
"09247X0111/F";"2011-01-02";"53.45"
"09247X0111/F";"2011-01-03";"53.45"
"09247X0111/F";"2011-01-04";"53.52"
"09247X0111/F";"2011-01-05";"53.59"
"09247X0111/F";"2011-01-06";"53.6"
"09247X0111/F";"2011-01-07";"53.59"
"09247X0111/F";"2011-01-08";"53.56"
"09247X0111/F";"2011-01-09";"53.56"
"09247X0111/F";"2011-01-10";"53.51"
"09247X0111/F";"2011-01-11";"53.53"
"09247X0111/F";"2011-01-12";"53.45"
"09247X0111/F";"2011-01-13";"53.45"
"09247X0111/F";"2011-01-14";"53.48"
"09247X0111/F";"2011-01-15";"53.44"
"09247X0111/F";"2011-01-16";"53.46"
"09247X0111/F";"2011-01-17";"53.46"
"09247X0111/F";"2011-01-18";"53.43"
"09247X0111/F";"2011-01-19";"53.45"
"09247X0111/F";"2011-01-20";"53.46"
"09247X0111/F";"2011-01-21";"53.42"
"09247X0111/F";"2011-01-22";"53.46"
"09247X0111/F";"2011-01-23";"53.48"
"09247X0111/F";"2011-01-24";"53.48"
"09247X0111/F";"2011-01-25";"53.52"
"09247X0111/F";"2011-01-26";"53.65"
"09247X0111/F";"2011-01-27";"53.68"
"09247X0111/F";"2011-01-28";"53.65"
"09247X0111/F";"2011-01-29";"53.65"
"09247X0111/F";"2011-01-30";"53.62"
"09247X0111/F";"2011-01-31";"53.56"
"09247X0111/F";"2011-02-01";"53.5"
"09247X0111/F";"2011-02-02";"53.42"
"09247X0111/F";"2011-02-03";"53.42"
"09247X0111/F";"2011-02-04";"53.41"
"09247X0111/F";"2011-02-07";"53.52"
"09247X0111/F";"2011-02-08";"53.55"
"09247X0111/F";"2011-02-10";"53.54"
"09247X0111/F";"2011-02-11";"53.56"
"09247X0111/F";"2011-02-15";"53.74"
"09247X0111/F";"2011-02-19";"53.64"
"09247X0111/F";"2011-02-20";"53.61"
"09247X0111/F";"2011-02-21";"53.64"
