"code_bss";"date_mesure";"niveau_nappe_eau"
"01086X0013/S1";"1970-01-14";"65.61"
"01086X0013/S1";"1970-02-11";"65.97"
"01086X0013/S1";"1970-03-12";"66.45"
"01086X0013/S1";"1970-04-21";"66.3"
"01086X0013/S1";"1970-05-11";"66.2"
"01086X0013/S1";"1970-06-16";"65.8"
"01086X0013/S1";"1970-07-16";"65.36"
"01086X0013/S1";"1970-08-18";"65.15"
"01086X0013/S1";"1970-09-15";"65.05"
"01086X0013/S1";"1970-10-06";"65.02"
"01086X0013/S1";"1970-11-03";"64.99"
"01086X0013/S1";"1970-12-01";"65.07"
"01086X0013/S1";"1971-01-04";"65.12"
"01086X0013/S1";"1971-02-04";"65.23"
"01086X0013/S1";"1971-03-30";"65.3"
"01086X0013/S1";"1971-05-04";"65.15"
"01086X0013/S1";"1971-06-04";"65.08"
"01086X0013/S1";"1971-07-07";"64.98"
"01086X0013/S1";"1971-08-05";"64.8"
"01086X0013/S1";"1971-09-03";"64.84"
"01086X0013/S1";"1971-10-01";"64.78"
"01086X0013/S1";"1971-10-27";"64.8"
"01086X0013/S1";"1971-11-26";"65.01"
"01086X0013/S1";"1972-01-12";"65.2"
"01086X0013/S1";"1972-02-14";"65.29"
"01086X0013/S1";"1972-03-15";"65.32"
"01086X0013/S1";"1972-04-19";"65.32"
"01086X0013/S1";"1972-05-19";"65.23"
"01086X0013/S1";"1972-06-21";"65.04"
"01086X0013/S1";"1972-07-26";"64.86"
"01086X0013/S1";"1972-09-29";"65.01"
"01086X0013/S1";"1972-10-30";"64.95"
"01086X0013/S1";"1972-12-07";"65.39"
"01086X0013/S1";"1973-01-03";"65.43"
"01086X0013/S1";"1973-02-07";"65.34"
"01086X0013/S1";"1973-03-08";"65.44"
"01086X0013/S1";"1973-04-11";"65.4"
"01086X0013/S1";"1973-05-11";"65.35"
"01086X0013/S1";"1973-06-06";"65.37"
"01086X0013/S1";"1973-07-04";"65.01"
"01086X0013/S1";"1973-08-01";"64.84"
"01086X0013/S1";"1973-09-03";"64.63"
"01086X0013/S1";"1973-10-03";"64.8"
"01086X0013/S1";"1973-10-31";"65.03"
"01086X0013/S1";"1973-11-28";"65.13"
"01086X0013/S1";"1973-12-28";"65.26"
"01086X0013/S1";"1974-01-30";"65.32"
"01086X0013/S1";"1974-03-04";"65.53"
