"code_bss";"date_mesure";"niveau_nappe_eau"
"08522X0009/F1";"1973-03-15";"13.64"
"08522X0009/F1";"1990-06-01";"13.09"
"08522X0009/F1";"1997-09-16";"13.65"
"08522X0009/F1";"1998-01-27";"14.44"
"08522X0009/F1";"1998-04-09";"14.24"
"08522X0009/F1";"1998-06-15";"14.33"
"08522X0009/F1";"1998-12-14";"12.99"
"08522X0009/F1";"1999-04-08";"13.72"
"08522X0009/F1";"1999-06-17";"13.68"
"08522X0009/F1";"1999-09-09";"13.46"
"08522X0009/F1";"1999-11-30";"13.46"
"08522X0009/F1";"2000-01-11";"13.97"
"08522X0009/F1";"2000-03-16";"13.91"
"08522X0009/F1";"2000-05-16";"14.12"
"08522X0009/F1";"2000-07-06";"13.98"
"08522X0009/F1";"2000-09-14";"13.64"
"08522X0009/F1";"2000-11-22";"13.92"
"08522X0009/F1";"2001-01-24";"14.77"
"08522X0009/F1";"2001-02-28";"14.98"
"08522X0009/F1";"2001-03-27";"15.24"
"08522X0009/F1";"2001-04-25";"15.32"
"08522X0009/F1";"2001-06-07";"15.14"
"08522X0009/F1";"2001-07-04";"14.82"
"08522X0009/F1";"2001-07-25";"14.59"
"08522X0009/F1";"2001-08-23";"14.32"
"08522X0009/F1";"2001-10-31";"13.97"
"08522X0009/F1";"2001-11-28";"13.87"
"08522X0009/F1";"2001-12-21";"13.81"
"08522X0009/F1";"2002-01-30";"13.71"
"08522X0009/F1";"2002-03-20";"13.61"
"08522X0009/F1";"2002-04-30";"13.56"
"08522X0009/F1";"2002-05-29";"13.51"
"08522X0009/F1";"2002-06-26";"13.47"
"08522X0009/F1";"2002-09-30";"13.33"
"08522X0009/F1";"2002-10-30";"13.33"
"08522X0009/F1";"2002-11-27";"13.32"
"08522X0009/F1";"2002-12-18";"13.39"
"08522X0009/F1";"2003-01-31";"13.48"
"08522X0009/F1";"2003-03-04";"13.75"
"08522X0009/F1";"2003-03-26";"13.8"
"08522X0009/F1";"2003-04-30";"13.71"
"08522X0009/F1";"2003-05-28";"13.71"
"08522X0009/F1";"2003-07-04";"13.6"
"08522X0009/F1";"2003-07-30";"13.53"
"08522X0009/F1";"2003-08-27";"13.41"
"08522X0009/F1";"2003-09-24";"13.39"
"08522X0009/F1";"2003-10-22";"13.37"
"08522X0009/F1";"2003-11-19";"13.37"
"08522X0009/F1";"2004-02-04";"13.88"
"08522X0009/F1";"2004-04-02";"13.96"
"08522X0009/F1";"2004-04-28";"13.91"
"08522X0009/F1";"2004-05-26";"13.88"
"08522X0009/F1";"2004-06-24";"13.77"
"08522X0009/F1";"2004-07-27";"13.62"
"08522X0009/F1";"2004-09-01";"13.54"
"08522X0009/F1";"2004-09-28";"13.46"
"08522X0009/F1";"2004-10-26";"13.44"
"08522X0009/F1";"2004-11-24";"13.38"
"08522X0009/F1";"2004-12-20";"13.4"
"08522X0009/F1";"2005-01-26";"13.41"
"08522X0009/F1";"2005-02-23";"13.39"
"08522X0009/F1";"2005-03-29";"13.36"
"08522X0009/F1";"2005-04-27";"13.41"
"08522X0009/F1";"2005-05-23";"13.44"
"08522X0009/F1";"2005-06-29";"13.38"
"08522X0009/F1";"2005-07-29";"13.3"
"08522X0009/F1";"2005-08-31";"13.24"
"08522X0009/F1";"2005-09-27";"13.21"
"08522X0009/F1";"2005-10-28";"13.19"
"08522X0009/F1";"2005-11-29";"13.2"
"08522X0009/F1";"2005-12-16";"13.18"
"08522X0009/F1";"2006-01-25";"13.23"
"08522X0009/F1";"2006-02-22";"13.24"
"08522X0009/F1";"2006-03-24";"13.46"
"08522X0009/F1";"2006-05-29";"13.47"
"08522X0009/F1";"2006-06-19";"13.39"
"08522X0009/F1";"2006-07-20";"13.29"
"08522X0009/F1";"2006-08-17";"13.74"
"08522X0009/F1";"2006-09-15";"13.19"
"08522X0009/F1";"2006-10-10";"13.12"
"08522X0009/F1";"2006-11-02";"13.18"
"08522X0009/F1";"2006-12-05";"13.22"
"08522X0009/F1";"2007-01-22";"13.2"
"08522X0009/F1";"2007-02-12";"13.27"
"08522X0009/F1";"2007-02-28";"13.39"
"08522X0009/F1";"2007-04-11";"13.53"
"08522X0009/F1";"2007-06-01";"13.81"
"08522X0009/F1";"2007-06-12";"13.74"
"08522X0009/F1";"2007-07-18";"13.62"
"08522X0009/F1";"2007-08-21";"13.23"
"08522X0009/F1";"2007-09-04";"13.47"
"08522X0009/F1";"2007-10-15";"13.38"
"08522X0009/F1";"2007-11-26";"13.3"
"08522X0009/F1";"2007-12-11";"13.3"
"08522X0009/F1";"2008-01-08";"13.31"
"08522X0009/F1";"2008-02-12";"13.32"
"08522X0009/F1";"2008-03-17";"13.31"
"08522X0009/F1";"2008-05-14";"13.46"
"08522X0009/F1";"2008-06-10";"13.47"
"08522X0009/F1";"2008-07-18";"13.39"
"08522X0009/F1";"2008-08-19";"13.32"
"08522X0009/F1";"2008-09-15";"13.27"
"08522X0009/F1";"2008-10-03";"13.25"
"08522X0009/F1";"2008-11-06";"13.21"
"08522X0009/F1";"2008-12-03";"13.34"
"08522X0009/F1";"2009-01-14";"13.35"
"08522X0009/F1";"2009-02-19";"13.62"
"08522X0009/F1";"2009-03-05";"13.81"
"08522X0009/F1";"2009-04-17";"13.68"
"08522X0009/F1";"2009-05-20";"13.82"
"08522X0009/F1";"2009-06-10";"13.79"
"08522X0009/F1";"2009-07-17";"13.63"
"08522X0009/F1";"2009-08-11";"13.53"
"08522X0009/F1";"2009-09-04";"13.46"
"08522X0009/F1";"2009-10-09";"13.38"
"08522X0009/F1";"2009-11-16";"13.41"
"08522X0009/F1";"2009-12-01";"13.47"
"08522X0009/F1";"2010-01-21";"13.72"
"08522X0009/F1";"2010-02-15";"13.87"
"08522X0009/F1";"2010-03-08";"13.92"
"08522X0009/F1";"2010-04-14";"13.89"
"08522X0009/F1";"2010-05-04";"13.78"
"08522X0009/F1";"2010-06-08";"13.77"
"08522X0009/F1";"2010-07-22";"13.85"
"08522X0009/F1";"2010-08-10";"13.77"
"08522X0009/F1";"2010-09-22";"13.62"
"08522X0009/F1";"2010-10-14";"13.56"
"08522X0009/F1";"2010-11-15";"13.74"
"08522X0009/F1";"2010-12-01";"13.66"
"08522X0009/F1";"2011-01-25";"13.47"
"08522X0009/F1";"2011-02-07";"13.69"
"08522X0009/F1";"2011-03-07";"13.67"
"08522X0009/F1";"2011-04-08";"13.64"
"08522X0009/F1";"2011-05-05";"13.59"
"08522X0009/F1";"2011-06-20";"13.49"
"08522X0009/F1";"2011-07-08";"13.41"
"08522X0009/F1";"2011-08-04";"13.4"
"08522X0009/F1";"2011-09-05";"13.21"
"08522X0009/F1";"2011-10-18";"12.49"
"08522X0009/F1";"2011-11-14";"13.26"
"08522X0009/F1";"2011-12-01";"13.24"
"08522X0009/F1";"2012-01-04";"13.29"
"08522X0009/F1";"2012-02-01";"13.36"
"08522X0009/F1";"2012-03-09";"13.29"
"08522X0009/F1";"2012-04-03";"13.28"
"08522X0009/F1";"2012-05-15";"13.54"
"08522X0009/F1";"2012-06-14";"13.61"
"08522X0009/F1";"2012-07-03";"13.56"
"08522X0009/F1";"2012-08-02";"13.43"
"08522X0009/F1";"2012-09-04";"13.33"
"08522X0009/F1";"2012-10-04";"13.28"
"08522X0009/F1";"2012-11-09";"13.28"
"08522X0009/F1";"2012-12-06";"13.27"
"08522X0009/F1";"2013-01-03";"13.38"
"08522X0009/F1";"2013-02-07";"13.98"
"08522X0009/F1";"2013-03-07";"14.33"
"08522X0009/F1";"2013-04-05";"14.22"
"08522X0009/F1";"2013-05-06";"14.12"
"08522X0009/F1";"2013-06-07";"14.06"
"08522X0009/F1";"2013-07-02";"14.32"
"08522X0009/F1";"2013-08-01";"14.16"
"08522X0009/F1";"2013-09-04";"13.94"
"08522X0009/F1";"2013-10-18";"13.77"
"08522X0009/F1";"2013-11-14";"13.72"
"08522X0009/F1";"2013-12-13";"13.7"
"08522X0009/F1";"2014-01-15";"13.77"
"08522X0009/F1";"2014-02-06";"14.45"
"08522X0009/F1";"2014-03-07";"15.21"
"08522X0009/F1";"2014-04-25";"14.99"
"08522X0009/F1";"2014-05-16";"14.77"
"08522X0009/F1";"2014-06-03";"14.61"
"08522X0009/F1";"2014-07-29";"14.15"
"08522X0009/F1";"2014-08-07";"14.11"
"08522X0009/F1";"2014-09-12";"13.89"
"08522X0009/F1";"2014-10-10";"13.51"
"08522X0009/F1";"2014-11-07";"13.7"
"08522X0009/F1";"2014-12-10";"13.65"
"08522X0009/F1";"2015-01-12";"13.62"
"08522X0009/F1";"2015-02-04";"13.19"
"08522X0009/F1";"2015-03-04";"13.55"
"08522X0009/F1";"2015-04-09";"13.81"
"08522X0009/F1";"2015-05-20";"13.71"
"08522X0009/F1";"2015-06-11";"13.64"
"08522X0009/F1";"2015-07-09";"13.51"
"08522X0009/F1";"2015-08-04";"13.46"
"08522X0009/F1";"2015-09-08";"13.42"
"08522X0009/F1";"2015-10-07";"13.37"
"08522X0009/F1";"2015-11-06";"13.34"
"08522X0009/F1";"2015-12-04";"13.3"
"08522X0009/F1";"2016-01-06";"13.31"
"08522X0009/F1";"2016-02-04";"13.43"
"08522X0009/F1";"2016-03-16";"13.95"
"08522X0009/F1";"2016-04-21";"13.97"
"08522X0009/F1";"2016-05-17";"13.88"
"08522X0009/F1";"2016-06-17";"13.84"
"08522X0009/F1";"2016-07-21";"13.71"
"08522X0009/F1";"2016-08-19";"13.59"
"08522X0009/F1";"2016-08-20";"13.56"
"08522X0009/F1";"2016-08-21";"13.54"
"08522X0009/F1";"2016-08-22";"13.55"
"08522X0009/F1";"2016-08-23";"13.55"
"08522X0009/F1";"2016-08-24";"13.55"
"08522X0009/F1";"2016-08-25";"13.55"
"08522X0009/F1";"2016-08-26";"13.54"
"08522X0009/F1";"2016-08-27";"13.53"
"08522X0009/F1";"2016-08-28";"13.52"
"08522X0009/F1";"2016-08-29";"13.51"
"08522X0009/F1";"2016-08-30";"13.52"
"08522X0009/F1";"2016-08-31";"13.51"
"08522X0009/F1";"2016-09-01";"13.51"
"08522X0009/F1";"2016-09-02";"13.51"
"08522X0009/F1";"2016-09-03";"13.51"
"08522X0009/F1";"2016-09-04";"13.5"
"08522X0009/F1";"2016-09-05";"13.49"
"08522X0009/F1";"2016-09-06";"13.5"
"08522X0009/F1";"2016-09-07";"13.51"
"08522X0009/F1";"2016-09-08";"13.49"
"08522X0009/F1";"2016-09-09";"13.49"
"08522X0009/F1";"2016-09-10";"13.49"
"08522X0009/F1";"2016-09-11";"13.49"
"08522X0009/F1";"2016-09-12";"13.49"
"08522X0009/F1";"2016-09-13";"13.5"
"08522X0009/F1";"2016-09-14";"13.48"
"08522X0009/F1";"2016-09-15";"13.48"
"08522X0009/F1";"2016-09-16";"13.47"
"08522X0009/F1";"2016-09-17";"13.47"
"08522X0009/F1";"2016-09-18";"13.47"
"08522X0009/F1";"2016-09-19";"13.47"
"08522X0009/F1";"2016-09-20";"13.47"
"08522X0009/F1";"2016-09-21";"13.47"
"08522X0009/F1";"2016-09-22";"13.46"
"08522X0009/F1";"2016-09-23";"13.45"
"08522X0009/F1";"2016-09-24";"13.47"
"08522X0009/F1";"2016-09-25";"13.45"
"08522X0009/F1";"2016-09-26";"13.45"
"08522X0009/F1";"2016-09-27";"13.44"
"08522X0009/F1";"2016-09-28";"13.44"
"08522X0009/F1";"2016-09-29";"13.45"
"08522X0009/F1";"2016-09-30";"13.46"
"08522X0009/F1";"2016-10-01";"13.46"
"08522X0009/F1";"2016-10-02";"13.45"
"08522X0009/F1";"2016-10-03";"13.44"
"08522X0009/F1";"2016-10-04";"13.44"
"08522X0009/F1";"2016-10-05";"13.44"
"08522X0009/F1";"2016-10-06";"13.45"
"08522X0009/F1";"2016-10-07";"13.44"
"08522X0009/F1";"2016-10-08";"13.43"
"08522X0009/F1";"2016-10-09";"13.43"
"08522X0009/F1";"2016-10-10";"13.43"
"08522X0009/F1";"2016-10-11";"13.44"
"08522X0009/F1";"2016-10-12";"13.45"
"08522X0009/F1";"2016-10-13";"13.45"
"08522X0009/F1";"2016-10-14";"13.44"
"08522X0009/F1";"2016-10-15";"13.42"
"08522X0009/F1";"2016-10-16";"13.41"
"08522X0009/F1";"2016-10-17";"13.4"
"08522X0009/F1";"2016-10-18";"13.4"
"08522X0009/F1";"2016-10-19";"13.41"
"08522X0009/F1";"2016-10-20";"13.4"
"08522X0009/F1";"2016-10-21";"13.41"
"08522X0009/F1";"2016-10-22";"13.42"
"08522X0009/F1";"2016-10-23";"13.43"
"08522X0009/F1";"2016-10-24";"13.41"
"08522X0009/F1";"2016-10-25";"13.39"
"08522X0009/F1";"2016-10-26";"13.38"
"08522X0009/F1";"2016-10-27";"13.38"
"08522X0009/F1";"2016-10-28";"13.38"
"08522X0009/F1";"2016-10-29";"13.39"
"08522X0009/F1";"2016-10-30";"13.39"
"08522X0009/F1";"2016-10-31";"13.39"
"08522X0009/F1";"2016-11-01";"13.39"
"08522X0009/F1";"2016-11-02";"13.39"
"08522X0009/F1";"2016-11-03";"13.39"
"08522X0009/F1";"2016-11-04";"13.4"
"08522X0009/F1";"2016-11-05";"13.41"
"08522X0009/F1";"2016-11-06";"13.4"
"08522X0009/F1";"2016-11-07";"13.39"
"08522X0009/F1";"2016-11-08";"13.38"
"08522X0009/F1";"2016-11-09";"13.4"
"08522X0009/F1";"2016-11-10";"13.37"
"08522X0009/F1";"2016-11-11";"13.37"
"08522X0009/F1";"2016-11-12";"13.38"
"08522X0009/F1";"2016-11-13";"13.37"
"08522X0009/F1";"2016-11-14";"13.36"
"08522X0009/F1";"2016-11-15";"13.36"
"08522X0009/F1";"2016-11-16";"13.37"
"08522X0009/F1";"2016-11-17";"13.39"
"08522X0009/F1";"2016-11-18";"13.39"
"08522X0009/F1";"2016-11-19";"13.4"
"08522X0009/F1";"2016-11-20";"13.4"
"08522X0009/F1";"2016-11-21";"13.41"
"08522X0009/F1";"2016-11-22";"13.38"
"08522X0009/F1";"2016-11-23";"13.39"
"08522X0009/F1";"2016-11-24";"13.4"
"08522X0009/F1";"2016-11-25";"13.38"
"08522X0009/F1";"2016-11-26";"13.38"
"08522X0009/F1";"2016-11-27";"13.38"
"08522X0009/F1";"2016-11-28";"13.37"
"08522X0009/F1";"2016-11-29";"13.36"
"08522X0009/F1";"2016-11-30";"13.35"
"08522X0009/F1";"2016-12-01";"13.36"
"08522X0009/F1";"2016-12-02";"13.38"
"08522X0009/F1";"2016-12-03";"13.38"
"08522X0009/F1";"2016-12-04";"13.38"
"08522X0009/F1";"2016-12-05";"13.37"
"08522X0009/F1";"2016-12-06";"13.35"
"08522X0009/F1";"2016-12-07";"13.35"
"08522X0009/F1";"2016-12-08";"13.35"
"08522X0009/F1";"2016-12-09";"13.35"
"08522X0009/F1";"2016-12-10";"13.36"
"08522X0009/F1";"2016-12-11";"13.35"
"08522X0009/F1";"2016-12-12";"13.35"
"08522X0009/F1";"2016-12-13";"13.36"
"08522X0009/F1";"2016-12-14";"13.36"
"08522X0009/F1";"2016-12-15";"13.35"
"08522X0009/F1";"2016-12-16";"13.36"
"08522X0009/F1";"2016-12-17";"13.33"
"08522X0009/F1";"2016-12-18";"13.34"
"08522X0009/F1";"2016-12-19";"13.36"
"08522X0009/F1";"2016-12-20";"13.35"
"08522X0009/F1";"2016-12-21";"13.33"
"08522X0009/F1";"2016-12-22";"13.33"
"08522X0009/F1";"2016-12-23";"13.32"
"08522X0009/F1";"2016-12-24";"13.32"
"08522X0009/F1";"2016-12-25";"13.33"
"08522X0009/F1";"2016-12-26";"13.33"
"08522X0009/F1";"2016-12-27";"13.32"
"08522X0009/F1";"2016-12-28";"13.32"
"08522X0009/F1";"2016-12-29";"13.32"
"08522X0009/F1";"2016-12-30";"13.32"
"08522X0009/F1";"2016-12-31";"13.32"
"08522X0009/F1";"2017-01-01";"13.34"
"08522X0009/F1";"2017-01-02";"13.33"
"08522X0009/F1";"2017-01-03";"13.32"
"08522X0009/F1";"2017-01-04";"13.31"
"08522X0009/F1";"2017-01-05";"13.31"
"08522X0009/F1";"2017-01-06";"13.31"
"08522X0009/F1";"2017-01-07";"13.31"
"08522X0009/F1";"2017-01-08";"13.31"
"08522X0009/F1";"2017-01-09";"13.32"
"08522X0009/F1";"2017-01-10";"13.34"
"08522X0009/F1";"2017-01-11";"13.32"
"08522X0009/F1";"2017-01-12";"13.33"
"08522X0009/F1";"2017-01-13";"13.32"
"08522X0009/F1";"2017-01-14";"13.3"
"08522X0009/F1";"2017-01-15";"13.31"
"08522X0009/F1";"2017-01-16";"13.31"
"08522X0009/F1";"2017-01-17";"13.3"
"08522X0009/F1";"2017-01-18";"13.3"
"08522X0009/F1";"2017-01-19";"13.3"
"08522X0009/F1";"2017-01-20";"13.3"
"08522X0009/F1";"2017-01-21";"13.31"
"08522X0009/F1";"2017-01-22";"13.31"
"08522X0009/F1";"2017-01-23";"13.3"
"08522X0009/F1";"2017-01-24";"13.29"
"08522X0009/F1";"2017-01-25";"13.3"
"08522X0009/F1";"2017-01-26";"13.32"
"08522X0009/F1";"2017-01-27";"13.32"
"08522X0009/F1";"2017-01-28";"13.3"
"08522X0009/F1";"2017-01-29";"13.3"
"08522X0009/F1";"2017-01-30";"13.3"
"08522X0009/F1";"2017-01-31";"13.3"
"08522X0009/F1";"2017-02-01";"13.3"
"08522X0009/F1";"2017-02-02";"13.31"
"08522X0009/F1";"2017-02-03";"13.32"
"08522X0009/F1";"2017-02-04";"13.32"
"08522X0009/F1";"2017-02-05";"13.33"
"08522X0009/F1";"2017-02-06";"13.3"
"08522X0009/F1";"2017-02-07";"13.31"
"08522X0009/F1";"2017-02-08";"13.32"
"08522X0009/F1";"2017-02-09";"13.33"
"08522X0009/F1";"2017-02-10";"13.34"
"08522X0009/F1";"2017-02-11";"13.33"
"08522X0009/F1";"2017-02-12";"13.34"
"08522X0009/F1";"2017-02-13";"13.34"
"08522X0009/F1";"2017-02-14";"13.32"
"08522X0009/F1";"2017-02-15";"13.31"
"08522X0009/F1";"2017-02-16";"13.31"
"08522X0009/F1";"2017-02-17";"13.33"
"08522X0009/F1";"2017-02-18";"13.33"
"08522X0009/F1";"2017-02-19";"13.32"
"08522X0009/F1";"2017-02-20";"13.32"
"08522X0009/F1";"2017-02-21";"13.33"
"08522X0009/F1";"2017-02-22";"13.33"
"08522X0009/F1";"2017-02-23";"13.34"
"08522X0009/F1";"2017-02-24";"13.33"
"08522X0009/F1";"2017-02-25";"13.33"
"08522X0009/F1";"2017-02-26";"13.33"
"08522X0009/F1";"2017-02-27";"13.35"
"08522X0009/F1";"2017-02-28";"13.36"
"08522X0009/F1";"2017-03-01";"13.34"
"08522X0009/F1";"2017-03-02";"13.35"
"08522X0009/F1";"2017-03-03";"13.37"
"08522X0009/F1";"2017-03-04";"13.39"
"08522X0009/F1";"2017-03-05";"13.37"
"08522X0009/F1";"2017-03-06";"13.37"
"08522X0009/F1";"2017-03-07";"13.37"
"08522X0009/F1";"2017-03-08";"13.37"
"08522X0009/F1";"2017-03-09";"13.37"
"08522X0009/F1";"2017-03-10";"13.39"
"08522X0009/F1";"2017-03-11";"13.4"
"08522X0009/F1";"2017-03-12";"13.4"
"08522X0009/F1";"2017-03-13";"13.39"
"08522X0009/F1";"2017-03-14";"13.39"
"08522X0009/F1";"2017-03-15";"13.4"
"08522X0009/F1";"2017-03-16";"13.41"
"08522X0009/F1";"2017-03-17";"13.41"
"08522X0009/F1";"2017-03-18";"13.41"
"08522X0009/F1";"2017-03-19";"13.42"
"08522X0009/F1";"2017-03-20";"13.42"
"08522X0009/F1";"2017-03-21";"13.42"
"08522X0009/F1";"2017-03-22";"13.44"
"08522X0009/F1";"2017-03-23";"13.44"
"08522X0009/F1";"2017-03-24";"13.43"
"08522X0009/F1";"2017-03-25";"13.44"
"08522X0009/F1";"2017-03-26";"13.44"
"08522X0009/F1";"2017-03-27";"13.44"
"08522X0009/F1";"2017-03-28";"13.42"
"08522X0009/F1";"2017-03-29";"13.43"
"08522X0009/F1";"2017-03-30";"13.44"
"08522X0009/F1";"2017-03-31";"13.45"
"08522X0009/F1";"2017-04-01";"13.44"
"08522X0009/F1";"2017-04-02";"13.44"
"08522X0009/F1";"2017-04-03";"13.44"
"08522X0009/F1";"2017-04-04";"13.44"
"08522X0009/F1";"2017-04-05";"13.44"
"08522X0009/F1";"2017-04-06";"13.44"
"08522X0009/F1";"2017-04-07";"13.45"
"08522X0009/F1";"2017-04-08";"13.45"
"08522X0009/F1";"2017-04-09";"13.44"
"08522X0009/F1";"2017-04-10";"13.44"
"08522X0009/F1";"2017-04-11";"13.44"
"08522X0009/F1";"2017-04-12";"13.45"
"08522X0009/F1";"2017-04-13";"13.45"
"08522X0009/F1";"2017-04-14";"13.44"
"08522X0009/F1";"2017-04-15";"13.44"
"08522X0009/F1";"2017-04-16";"13.43"
"08522X0009/F1";"2017-04-17";"13.44"
"08522X0009/F1";"2017-04-18";"13.43"
"08522X0009/F1";"2017-04-19";"13.42"
"08522X0009/F1";"2017-04-20";"13.42"
"08522X0009/F1";"2017-04-21";"13.42"
"08522X0009/F1";"2017-04-22";"13.43"
"08522X0009/F1";"2017-04-23";"13.43"
"08522X0009/F1";"2017-04-24";"13.44"
"08522X0009/F1";"2017-04-25";"13.44"
"08522X0009/F1";"2017-04-26";"13.43"
"08522X0009/F1";"2017-04-27";"13.42"
"08522X0009/F1";"2017-04-28";"13.42"
"08522X0009/F1";"2017-04-29";"13.43"
"08522X0009/F1";"2017-04-30";"13.44"
"08522X0009/F1";"2017-05-01";"13.41"
"08522X0009/F1";"2017-05-02";"13.42"
"08522X0009/F1";"2017-05-03";"13.42"
"08522X0009/F1";"2017-05-04";"13.42"
"08522X0009/F1";"2017-05-05";"13.43"
"08522X0009/F1";"2017-05-06";"13.42"
"08522X0009/F1";"2017-05-07";"13.4"
"08522X0009/F1";"2017-05-08";"13.41"
"08522X0009/F1";"2017-05-09";"13.43"
"08522X0009/F1";"2017-05-10";"13.43"
"08522X0009/F1";"2017-05-11";"13.44"
"08522X0009/F1";"2017-05-12";"13.42"
"08522X0009/F1";"2017-05-13";"13.4"
"08522X0009/F1";"2017-05-14";"13.39"
"08522X0009/F1";"2017-05-15";"13.39"
"08522X0009/F1";"2017-05-16";"13.39"
"08522X0009/F1";"2017-05-17";"13.4"
"08522X0009/F1";"2017-05-18";"13.4"
"08522X0009/F1";"2017-05-19";"13.4"
"08522X0009/F1";"2017-05-20";"13.4"
"08522X0009/F1";"2017-05-21";"13.41"
"08522X0009/F1";"2017-05-22";"13.42"
"08522X0009/F1";"2017-05-23";"13.39"
"08522X0009/F1";"2017-05-24";"13.41"
"08522X0009/F1";"2017-05-25";"13.41"
"08522X0009/F1";"2017-05-26";"13.42"
"08522X0009/F1";"2017-05-27";"13.41"
"08522X0009/F1";"2017-05-28";"13.4"
"08522X0009/F1";"2017-05-29";"13.4"
"08522X0009/F1";"2017-05-30";"13.38"
"08522X0009/F1";"2017-05-31";"13.38"
"08522X0009/F1";"2017-06-01";"13.38"
"08522X0009/F1";"2017-06-02";"13.38"
"08522X0009/F1";"2017-06-03";"13.38"
"08522X0009/F1";"2017-06-04";"13.38"
"08522X0009/F1";"2017-06-05";"13.39"
