"code_bss";"date_mesure";"niveau_nappe_eau"
"09536X0008/F";"2004-01-01";"126.08"
"09536X0008/F";"2004-01-02";"125.97"
"09536X0008/F";"2004-01-03";"125.65"
"09536X0008/F";"2004-01-04";"125.46"
"09536X0008/F";"2004-01-05";"125.14"
"09536X0008/F";"2004-01-06";"124.97"
"09536X0008/F";"2004-01-07";"124.66"
"09536X0008/F";"2004-01-08";"124.12"
"09536X0008/F";"2004-01-09";"124.18"
"09536X0008/F";"2004-01-10";"124.0"
"09536X0008/F";"2004-01-11";"123.73"
"09536X0008/F";"2004-01-12";"123.73"
"09536X0008/F";"2004-01-13";"123.45"
"09536X0008/F";"2004-01-14";"123.13"
"09536X0008/F";"2004-01-15";"123.03"
"09536X0008/F";"2004-01-16";"122.88"
"09536X0008/F";"2004-01-17";"122.49"
"09536X0008/F";"2004-01-18";"122.28"
"09536X0008/F";"2004-01-19";"122.2"
"09536X0008/F";"2004-01-20";"122.3"
"09536X0008/F";"2004-01-21";"121.6"
"09536X0008/F";"2004-01-22";"121.99"
"09536X0008/F";"2004-01-23";"121.1"
"09536X0008/F";"2004-01-24";"120.84"
"09536X0008/F";"2004-01-25";"120.56"
"09536X0008/F";"2004-01-26";"120.39"
"09536X0008/F";"2004-01-27";"120.11"
"09536X0008/F";"2004-01-28";"121.19"
"09536X0008/F";"2004-01-29";"119.81"
"09536X0008/F";"2004-01-30";"119.53"
"09536X0008/F";"2004-01-31";"119.33"
"09536X0008/F";"2004-02-01";"119.16"
"09536X0008/F";"2004-02-02";"118.82"
"09536X0008/F";"2004-02-03";"118.99"
"09536X0008/F";"2004-02-04";"118.31"
"09536X0008/F";"2004-02-05";"118.09"
"09536X0008/F";"2004-02-06";"117.76"
"09536X0008/F";"2004-02-07";"117.44"
"09536X0008/F";"2004-02-08";"119.19"
"09536X0008/F";"2004-02-09";"117.05"
"09536X0008/F";"2004-02-10";"116.84"
"09536X0008/F";"2004-02-11";"116.67"
"09536X0008/F";"2004-02-12";"116.38"
"09536X0008/F";"2004-02-13";"115.99"
"09536X0008/F";"2004-02-14";"115.89"
"09536X0008/F";"2004-02-15";"115.58"
"09536X0008/F";"2004-02-16";"115.54"
"09536X0008/F";"2004-02-17";"115.32"
"09536X0008/F";"2004-02-18";"116.66"
"09536X0008/F";"2004-02-19";"114.93"
"09536X0008/F";"2004-02-20";"114.69"
"09536X0008/F";"2004-02-21";"115.12"
"09536X0008/F";"2004-02-22";"115.32"
"09536X0008/F";"2004-02-23";"114.22"
"09536X0008/F";"2004-02-24";"115.05"
"09536X0008/F";"2004-02-25";"114.87"
"09536X0008/F";"2004-02-26";"113.92"
"09536X0008/F";"2004-02-27";"113.73"
"09536X0008/F";"2004-02-28";"113.66"
"09536X0008/F";"2004-02-29";"113.28"
"09536X0008/F";"2004-03-01";"113.02"
"09536X0008/F";"2004-03-02";"112.8"
"09536X0008/F";"2004-03-03";"112.45"
"09536X0008/F";"2004-03-04";"112.37"
"09536X0008/F";"2004-03-05";"112.06"
"09536X0008/F";"2004-03-06";"112.15"
"09536X0008/F";"2004-03-07";"111.75"
"09536X0008/F";"2004-03-08";"111.5"
"09536X0008/F";"2004-03-09";"111.33"
"09536X0008/F";"2004-03-10";"111.18"
"09536X0008/F";"2004-03-11";"110.98"
"09536X0008/F";"2004-03-12";"110.73"
"09536X0008/F";"2004-03-13";"110.62"
