"code_bss";"date_mesure";"niveau_nappe_eau"
"03302X1012/S1";"1974-03-20";"121.77"
"03302X1012/S1";"1974-04-10";"122.72"
"03302X1012/S1";"1974-05-03";"122.17"
"03302X1012/S1";"1974-05-31";"121.67"
"03302X1012/S1";"1974-06-21";"121.34"
"03302X1012/S1";"1974-07-06";"121.33"
"03302X1012/S1";"1974-08-09";"121.29"
"03302X1012/S1";"1974-09-05";"121.17"
"03302X1012/S1";"1974-09-26";"121.22"
"03302X1012/S1";"1974-10-22";"121.24"
"03302X1012/S1";"1974-11-19";"121.86"
"03302X1012/S1";"1974-12-06";"121.97"
"03302X1012/S1";"1975-01-06";"122.82"
"03302X1012/S1";"1975-01-31";"123.52"
"03302X1012/S1";"1975-03-21";"124.12"
"03302X1012/S1";"1975-06-05";"125.07"
"03302X1012/S1";"1975-06-27";"124.92"
"03302X1012/S1";"1975-08-29";"123.77"
"03302X1012/S1";"1975-10-24";"122.97"
"03302X1012/S1";"1975-12-30";"122.42"
"03302X1012/S1";"1976-01-12";"122.27"
"03302X1012/S1";"1976-03-03";"123.02"
"03302X1012/S1";"1976-05-07";"122.02"
"03302X1012/S1";"1976-05-20";"121.7"
"03302X1012/S1";"1976-06-15";"121.41"
"03302X1012/S1";"1976-07-09";"121.32"
"03302X1012/S1";"1976-08-16";"120.93"
"03302X1012/S1";"1976-09-23";"120.92"
"03302X1012/S1";"1976-10-14";"120.94"
"03302X1012/S1";"1976-10-29";"120.87"
"03302X1012/S1";"1976-11-15";"120.82"
"03302X1012/S1";"1976-12-10";"121.07"
"03302X1012/S1";"1977-01-06";"120.81"
"03302X1012/S1";"1977-02-02";"120.87"
"03302X1012/S1";"1977-03-03";"122.02"
"03302X1012/S1";"1977-03-31";"123.37"
"03302X1012/S1";"1977-05-27";"124.07"
"03302X1012/S1";"1977-06-23";"124.12"
"03302X1012/S1";"1977-07-07";"124.07"
"03302X1012/S1";"1977-08-25";"123.52"
"03302X1012/S1";"1977-09-22";"123.12"
"03302X1012/S1";"1977-10-20";"122.81"
"03302X1012/S1";"1977-11-17";"121.57"
"03302X1012/S1";"1977-12-23";"121.7"
"03302X1012/S1";"1978-01-10";"123.37"
"03302X1012/S1";"1978-02-03";"124.57"
"03302X1012/S1";"1978-03-02";"125.77"
"03302X1012/S1";"1978-03-23";"125.84"
"03302X1012/S1";"1978-04-20";"127.4"
"03302X1012/S1";"1978-05-11";"126.52"
"03302X1012/S1";"1978-06-08";"126.7"
"03302X1012/S1";"1978-07-06";"126.81"
"03302X1012/S1";"1978-07-27";"126.6"
"03302X1012/S1";"1978-08-26";"127.34"
"03302X1012/S1";"1978-09-15";"127.32"
"03302X1012/S1";"1978-10-17";"127.0"
"03302X1012/S1";"1978-11-08";"126.42"
"03302X1012/S1";"1978-12-07";"126.32"
"03302X1012/S1";"1979-02-01";"126.3"
"03302X1012/S1";"1979-02-22";"126.41"
"03302X1012/S1";"1979-03-22";"126.5"
"03302X1012/S1";"1979-04-04";"128.3"
"03302X1012/S1";"1979-05-10";"128.64"
"03302X1012/S1";"1979-06-11";"128.6"
"03302X1012/S1";"1979-07-05";"128.44"
"03302X1012/S1";"1979-07-27";"128.34"
