"code_bss";"date_mesure";"niveau_nappe_eau"
"09954X0144/P5T";"1986-01-09";"256.07"
"09954X0144/P5T";"1986-02-06";"256.32"
"09954X0144/P5T";"1986-04-03";"256.07"
"09954X0144/P5T";"1986-05-02";"256.66"
"09954X0144/P5T";"1986-05-29";"256.5"
"09954X0144/P5T";"1986-06-25";"256.39"
"09954X0144/P5T";"1986-07-23";"256.19"
"09954X0144/P5T";"1986-08-19";"256.24"
"09954X0144/P5T";"1986-09-16";"256.38"
"09954X0144/P5T";"1986-10-14";"256.28"
"09954X0144/P5T";"1986-11-12";"256.07"
"09954X0144/P5T";"1986-12-09";"255.98"
"09954X0144/P5T";"1987-01-09";"255.98"
"09954X0144/P5T";"1987-02-05";"256.41"
"09954X0144/P5T";"1987-03-05";"256.26"
"09954X0144/P5T";"1987-04-03";"256.14"
"09954X0144/P5T";"1987-04-30";"256.41"
"09954X0144/P5T";"1987-05-27";"256.17"
"09954X0144/P5T";"1987-06-25";"255.95"
"09954X0144/P5T";"1987-07-23";"256.32"
"09954X0144/P5T";"1987-08-20";"256.11"
"09954X0144/P5T";"1987-09-16";"256.25"
"09954X0144/P5T";"1987-10-15";"256.73"
"09954X0144/P5T";"1987-11-13";"256.52"
"09954X0144/P5T";"1987-12-04";"256.21"
"09954X0144/P5T";"1988-01-07";"256.39"
"09954X0144/P5T";"1988-02-04";"256.38"
"09954X0144/P5T";"1988-03-03";"256.21"
"09954X0144/P5T";"1988-03-31";"256.16"
"09954X0144/P5T";"1988-04-28";"256.4"
"09954X0144/P5T";"1988-05-26";"256.3"
"09954X0144/P5T";"1988-06-24";"256.06"
"09954X0144/P5T";"1988-08-19";"255.94"
"09954X0144/P5T";"1988-09-15";"256.05"
"09954X0144/P5T";"1988-10-13";"256.23"
"09954X0144/P5T";"1988-11-10";"256.22"
"09954X0144/P5T";"1989-01-05";"255.96"
"09954X0144/P5T";"1989-02-02";"255.87"
"09954X0144/P5T";"1989-07-20";"255.87"
"09954X0144/P5T";"1989-08-11";"256.02"
"09954X0144/P5T";"1989-09-14";"256.29"
"09954X0144/P5T";"1989-10-12";"256.3"
"09954X0144/P5T";"1989-11-09";"256.17"
"09954X0144/P5T";"1990-01-04";"255.99"
"09954X0144/P5T";"1990-02-02";"255.85"
"09954X0144/P5T";"1990-03-01";"255.87"
"09954X0144/P5T";"1990-03-29";"255.83"
"09954X0144/P5T";"1990-04-26";"255.97"
"09954X0144/P5T";"1990-05-23";"255.96"
"09954X0144/P5T";"1990-06-21";"255.89"
"09954X0144/P5T";"1990-07-19";"255.77"
"09954X0144/P5T";"1990-08-16";"255.9"
"09954X0144/P5T";"1990-09-13";"256.15"
"09954X0144/P5T";"1990-10-11";"256.24"
"09954X0144/P5T";"1990-11-08";"256.27"
"09954X0144/P5T";"1990-12-06";"256.09"
"09954X0144/P5T";"1991-01-04";"256.16"
"09954X0144/P5T";"1991-01-31";"256.07"
"09954X0144/P5T";"1991-02-28";"256.1"
"09954X0144/P5T";"1991-03-28";"256.32"
"09954X0144/P5T";"1991-04-25";"256.15"
"09954X0144/P5T";"1991-05-24";"256.07"
"09954X0144/P5T";"1991-06-20";"255.87"
"09954X0144/P5T";"1991-07-18";"255.9"
"09954X0144/P5T";"1991-08-14";"256.1"
"09954X0144/P5T";"1991-09-12";"256.24"
"09954X0144/P5T";"1991-10-10";"256.51"
"09954X0144/P5T";"1991-11-06";"256.36"
"09954X0144/P5T";"1991-12-05";"256.36"
"09954X0144/P5T";"1992-01-03";"256.17"
"09954X0144/P5T";"1992-02-27";"255.96"
"09954X0144/P5T";"1992-03-25";"255.94"
"09954X0144/P5T";"1992-04-06";"256.07"
"09954X0144/P5T";"1992-05-15";"255.96"
"09954X0144/P5T";"1992-06-26";"256.25"
"09954X0144/P5T";"1992-07-29";"256.07"
"09954X0144/P5T";"1992-08-27";"255.88"
"09954X0144/P5T";"1992-09-21";"256.1"
"09954X0144/P5T";"1992-10-21";"256.39"
"09954X0144/P5T";"1992-11-19";"256.55"
"09954X0144/P5T";"1992-12-17";"256.17"
"09954X0144/P5T";"1993-01-14";"256.12"
"09954X0144/P5T";"1993-02-10";"256.01"
"09954X0144/P5T";"1993-03-11";"255.95"
"09954X0144/P5T";"1993-04-08";"255.87"
"09954X0144/P5T";"1993-05-06";"256.46"
"09954X0144/P5T";"1993-06-04";"256.16"
"09954X0144/P5T";"1993-07-01";"255.79"
"09954X0144/P5T";"1993-07-29";"255.9"
"09954X0144/P5T";"1993-08-26";"255.99"
"09954X0144/P5T";"1993-09-24";"256.54"
"09954X0144/P5T";"1993-10-21";"256.75"
"09954X0144/P5T";"1993-11-18";"256.63"
"09954X0144/P5T";"1993-12-16";"256.47"
"09954X0144/P5T";"1994-01-21";"256.99"
"09954X0144/P5T";"1994-02-09";"257.09"
"09954X0144/P5T";"1994-04-13";"256.49"
"09954X0144/P5T";"1994-05-05";"256.43"
"09954X0144/P5T";"1994-06-02";"256.25"
"09954X0144/P5T";"1994-07-08";"256.19"
"09954X0144/P5T";"1994-08-04";"256.51"
"09954X0144/P5T";"1994-09-01";"256.38"
"09954X0144/P5T";"1994-09-29";"256.9"
"09954X0144/P5T";"1994-10-31";"256.72"
"09954X0144/P5T";"1994-11-17";"257.07"
"09954X0144/P5T";"1994-12-15";"256.48"
"09954X0144/P5T";"1995-01-17";"256.29"
"09954X0144/P5T";"1995-02-09";"256.23"
"09954X0144/P5T";"1995-03-07";"256.51"
"09954X0144/P5T";"1995-03-30";"256.33"
"09954X0144/P5T";"1995-05-11";"256.67"
"09954X0144/P5T";"1995-06-09";"256.52"
"09954X0144/P5T";"1995-07-06";"256.35"
"09954X0144/P5T";"1995-08-03";"256.21"
"09954X0144/P5T";"1995-09-20";"256.39"
"09954X0144/P5T";"1995-10-11";"256.4"
"09954X0144/P5T";"1995-11-08";"256.24"
"09954X0144/P5T";"1995-12-06";"256.25"
"09954X0144/P5T";"1996-01-04";"256.75"
"09954X0144/P5T";"1996-02-07";"256.91"
"09954X0144/P5T";"1996-02-29";"256.59"
"09954X0144/P5T";"1996-03-27";"256.48"
"09954X0144/P5T";"1996-05-02";"256.39"
"09954X0144/P5T";"1996-05-31";"256.14"
"09954X0144/P5T";"1996-06-25";"256.38"
"09954X0144/P5T";"1996-07-24";"256.18"
"09954X0144/P5T";"1996-08-29";"256.29"
"09954X0144/P5T";"1996-10-04";"256.35"
"09954X0144/P5T";"1996-10-31";"256.26"
"09954X0144/P5T";"1996-11-29";"256.93"
