"code_bss";"date_mesure";"niveau_nappe_eau"
"06828X0091/F";"2011-11-20";"-69.22"
"06828X0091/F";"2011-11-23";"-69.39"
"06828X0091/F";"2012-01-01";"-63.37"
"06828X0091/F";"2012-01-02";"-39.35"
"06828X0091/F";"2012-01-03";"-38.84"
"06828X0091/F";"2012-01-04";"-38.63"
"06828X0091/F";"2012-01-05";"-38.43"
"06828X0091/F";"2012-01-06";"-38.38"
"06828X0091/F";"2012-01-07";"-38.37"
"06828X0091/F";"2012-01-08";"-63.48"
"06828X0091/F";"2012-01-09";"-39.3"
"06828X0091/F";"2012-01-10";"-38.82"
"06828X0091/F";"2012-01-11";"-38.61"
"06828X0091/F";"2012-01-12";"-38.47"
"06828X0091/F";"2012-01-13";"-38.38"
"06828X0091/F";"2012-01-14";"-38.34"
"06828X0091/F";"2012-01-15";"-63.63"
"06828X0091/F";"2012-01-16";"-39.24"
"06828X0091/F";"2012-01-17";"-34.67"
"06828X0091/F";"2012-01-18";"-38.14"
"06828X0091/F";"2012-01-19";"-38.17"
"06828X0091/F";"2012-01-20";"-38.2"
"06828X0091/F";"2012-01-21";"-38.14"
"06828X0091/F";"2012-01-22";"-63.44"
"06828X0091/F";"2012-01-23";"-39.19"
"06828X0091/F";"2012-01-24";"-38.69"
"06828X0091/F";"2012-01-25";"-38.42"
"06828X0091/F";"2012-01-26";"-38.39"
"06828X0091/F";"2012-01-27";"-38.38"
"06828X0091/F";"2012-01-28";"-38.37"
"06828X0091/F";"2012-01-29";"-63.61"
"06828X0091/F";"2012-01-30";"-39.3"
"06828X0091/F";"2012-01-31";"-38.84"
"06828X0091/F";"2012-02-01";"-38.61"
"06828X0091/F";"2012-02-02";"-38.59"
"06828X0091/F";"2012-02-03";"-38.61"
"06828X0091/F";"2012-02-04";"-38.59"
"06828X0091/F";"2012-02-05";"-63.69"
"06828X0091/F";"2012-02-06";"-39.54"
"06828X0091/F";"2012-02-07";"-39.05"
"06828X0091/F";"2012-02-08";"-38.79"
"06828X0091/F";"2012-02-09";"-38.65"
"06828X0091/F";"2012-02-10";"-38.7"
"06828X0091/F";"2012-02-11";"-38.65"
"06828X0091/F";"2012-02-12";"-63.92"
"06828X0091/F";"2012-02-13";"-39.69"
"06828X0091/F";"2012-02-14";"-39.19"
"06828X0091/F";"2012-02-15";"-38.84"
"06828X0091/F";"2012-02-16";"-38.77"
"06828X0091/F";"2012-02-17";"-38.61"
"06828X0091/F";"2012-02-18";"-38.61"
"06828X0091/F";"2012-02-19";"-63.79"
"06828X0091/F";"2012-02-20";"-39.63"
"06828X0091/F";"2012-02-21";"-39.1"
"06828X0091/F";"2012-02-22";"-39.02"
"06828X0091/F";"2012-02-23";"-38.83"
"06828X0091/F";"2012-02-24";"-38.61"
"06828X0091/F";"2012-02-25";"-38.6"
"06828X0091/F";"2012-02-26";"-63.72"
"06828X0091/F";"2012-02-27";"-33.02"
"06828X0091/F";"2012-02-28";"-25.33"
"06828X0091/F";"2012-02-29";"-18.41"
"06828X0091/F";"2012-03-01";"-14.69"
"06828X0091/F";"2012-03-02";"-12.83"
"06828X0091/F";"2012-03-03";"-12.39"
"06828X0091/F";"2012-03-04";"-19.8"
"06828X0091/F";"2012-03-05";"-20.23"
"06828X0091/F";"2012-03-06";"-16.32"
"06828X0091/F";"2012-03-07";"-25.29"
"06828X0091/F";"2012-03-08";"-21.04"
"06828X0091/F";"2012-03-09";"-25.21"
"06828X0091/F";"2012-03-10";"-20.51"
"06828X0091/F";"2012-03-11";"-23.08"
"06828X0091/F";"2012-03-12";"-14.94"
"06828X0091/F";"2012-03-13";"-12.14"
"06828X0091/F";"2012-03-29";"5.53"
"06828X0091/F";"2012-03-30";"5.84"
"06828X0091/F";"2012-03-31";"6.12"
"06828X0091/F";"2012-04-01";"6.38"
"06828X0091/F";"2012-04-02";"6.63"
"06828X0091/F";"2012-04-03";"6.83"
"06828X0091/F";"2012-04-04";"6.94"
"06828X0091/F";"2012-04-06";"7.44"
"06828X0091/F";"2012-04-07";"7.54"
"06828X0091/F";"2012-04-08";"7.66"
"06828X0091/F";"2012-04-09";"7.91"
"06828X0091/F";"2012-04-10";"8.03"
"06828X0091/F";"2012-04-11";"8.12"
"06828X0091/F";"2012-04-12";"8.23"
"06828X0091/F";"2012-04-13";"8.35"
"06828X0091/F";"2012-04-14";"8.47"
"06828X0091/F";"2012-04-15";"8.5"
"06828X0091/F";"2012-04-16";"8.55"
"06828X0091/F";"2012-04-17";"8.76"
"06828X0091/F";"2012-04-18";"8.94"
"06828X0091/F";"2012-04-19";"8.98"
"06828X0091/F";"2012-04-20";"9.01"
"06828X0091/F";"2012-04-21";"9.05"
"06828X0091/F";"2012-04-22";"9.13"
"06828X0091/F";"2012-04-23";"9.3"
"06828X0091/F";"2012-04-24";"9.31"
