"code_bss";"date_mesure";"niveau_nappe_eau"
"08513X0050/PZ";"2015-03-20";"20.13"
"08513X0050/PZ";"2015-03-21";"20.18"
"08513X0050/PZ";"2015-03-22";"20.19"
"08513X0050/PZ";"2015-03-23";"20.24"
"08513X0050/PZ";"2015-03-24";"20.24"
"08513X0050/PZ";"2015-03-25";"20.21"
"08513X0050/PZ";"2015-03-26";"20.18"
"08513X0050/PZ";"2015-03-27";"20.1"
"08513X0050/PZ";"2015-03-28";"20.04"
"08513X0050/PZ";"2015-03-29";"20.09"
"08513X0050/PZ";"2015-03-30";"20.12"
"08513X0050/PZ";"2015-03-31";"20.07"
"08513X0050/PZ";"2015-04-01";"20.01"
"08513X0050/PZ";"2015-04-02";"20.05"
"08513X0050/PZ";"2015-04-03";"20.13"
"08513X0050/PZ";"2015-04-04";"20.15"
"08513X0050/PZ";"2015-04-05";"20.15"
"08513X0050/PZ";"2015-04-06";"20.12"
"08513X0050/PZ";"2015-04-07";"20.07"
"08513X0050/PZ";"2015-04-08";"20.09"
"08513X0050/PZ";"2015-04-09";"20.11"
"08513X0050/PZ";"2015-04-10";"20.12"
"08513X0050/PZ";"2015-04-11";"20.09"
"08513X0050/PZ";"2015-04-12";"20.07"
"08513X0050/PZ";"2015-04-13";"20.06"
"08513X0050/PZ";"2015-04-14";"20.14"
"08513X0050/PZ";"2015-04-15";"20.2"
"08513X0050/PZ";"2015-04-16";"20.21"
"08513X0050/PZ";"2015-04-17";"20.17"
"08513X0050/PZ";"2015-04-18";"20.22"
"08513X0050/PZ";"2015-04-19";"20.2"
"08513X0050/PZ";"2015-04-20";"20.13"
"08513X0050/PZ";"2015-04-21";"20.11"
"08513X0050/PZ";"2015-04-22";"20.14"
"08513X0050/PZ";"2015-04-23";"20.14"
"08513X0050/PZ";"2015-04-24";"20.21"
"08513X0050/PZ";"2015-04-25";"20.22"
"08513X0050/PZ";"2015-04-26";"20.29"
"08513X0050/PZ";"2015-04-27";"20.27"
"08513X0050/PZ";"2015-04-28";"20.13"
"08513X0050/PZ";"2015-04-29";"20.12"
"08513X0050/PZ";"2015-04-30";"20.16"
"08513X0050/PZ";"2015-05-01";"20.2"
